code	House/bungalow	Flat/maisonette/apartment	Caravan/mobile/temporary home
E00052186	125	39	0
E00052187	130	0	0
E00052188	128	1	0
E00052189	10	109	1
E00052190	110	1	0
E00052191	125	3	0
E00052192	120	1	0
E00052193	141	0	0
E00052194	136	0	0
E00052195	66	63	0
E00052196	122	1	0
E00052197	113	1	0
E00052198	134	0	0
E00052199	119	23	0
E00052200	130	1	0
E00052201	125	0	0
E00052202	89	36	0
E00052203	135	0	0
E00052204	126	4	0
E00052205	122	10	0
E00052206	123	0	0
E00052207	53	68	0
E00052208	132	5	0
E00052209	95	43	0
E00052210	128	5	0
E00052211	140	0	0
E00052212	122	11	0
E00052213	153	5	0
E00052214	147	3	0
E00052215	102	5	0
E00052216	100	2	0
E00052217	97	1	0
E00052218	130	37	0
E00052219	121	4	0
E00052220	123	0	0
E00052221	64	78	0
E00052222	55	82	0
E00052223	123	12	0
E00052224	133	1	0
E00052225	138	1	0
E00052226	138	0	0
E00052227	89	26	0
E00052228	122	9	0
E00052229	108	11	0
E00052230	120	4	0
E00052231	138	2	0
E00052232	107	7	0
E00052233	126	2	0
E00052234	112	1	0
E00052235	118	0	0
E00052236	128	3	0
E00052237	125	9	0
E00052238	124	2	0
E00052239	136	71	0
E00052240	135	2	0
E00052241	135	11	0
E00052242	130	0	0
E00052243	141	0	0
E00052244	90	18	0
E00052245	123	4	0
E00052246	119	49	0
E00052247	152	24	0
E00052248	101	35	0
E00052249	111	32	0
E00052250	86	64	0
E00052251	71	62	0
E00052252	92	28	0
E00052253	88	22	0
E00052254	115	6	0
E00052255	110	16	0
E00052256	100	18	0
E00052257	98	10	0
E00052258	121	2	0
E00052259	113	6	0
E00052260	124	2	0
E00052261	116	13	0
E00052262	123	2	0
E00052263	104	1	0
E00052264	79	69	0
E00052265	144	1	0
E00052266	122	1	0
E00052267	121	9	0
E00052268	121	29	0
E00052269	131	0	0
E00052270	125	11	0
E00052271	125	16	0
E00052272	159	54	3
E00052273	121	3	0
E00052274	121	0	0
E00052275	97	14	0
E00052276	128	0	0
E00052277	140	2	0
E00052278	118	1	0
E00052279	110	13	0
E00052280	123	1	0
E00052281	113	5	0
E00052282	119	0	0
E00052283	78	40	0
E00052284	110	10	0
E00052285	103	3	0
E00052286	133	1	0
E00052287	95	1	0
E00052288	115	19	0
E00052289	96	33	0
E00052290	90	39	0
E00052291	124	6	0
E00052292	120	10	0
E00052293	120	6	0
E00052294	98	27	0
E00052295	58	47	0
E00052296	138	1	0
E00052297	129	0	0
E00052298	121	2	0
E00052299	112	0	0
E00052300	97	25	0
E00052301	125	10	0
E00052302	128	2	0
E00052303	100	35	0
E00052304	90	46	0
E00052305	119	14	0
E00052306	108	16	0
E00052307	155	16	0
E00052308	45	61	0
E00052309	121	8	0
E00052310	124	7	0
E00052311	119	16	0
E00052312	108	10	0
E00052313	63	8	62
E00052314	128	0	0
E00052315	122	0	0
E00052316	121	1	0
E00052317	120	0	0
E00052318	108	14	0
E00052319	123	1	0
E00052320	88	18	0
E00052321	132	0	0
E00052322	118	0	0
E00052323	115	1	0
E00052324	113	6	0
E00052325	115	11	0
E00052326	132	0	0
E00052327	125	1	0
E00052328	126	12	0
E00052329	119	1	0
E00052330	118	2	0
E00052332	122	12	0
E00052333	104	13	0
E00052334	117	30	0
E00052335	145	0	0
E00052336	128	1	0
E00052337	119	1	0
E00052338	137	0	1
E00052339	114	8	0
E00052340	100	7	0
E00052341	88	54	0
E00052342	127	3	0
E00052343	126	9	0
E00052344	132	1	0
E00052345	114	2	0
E00052346	124	0	0
E00052347	42	64	0
E00052348	42	195	1
E00052349	91	47	0
E00052350	100	9	0
E00052351	136	3	0
E00052352	106	14	0
E00052353	88	54	0
E00052354	104	0	0
E00052355	137	4	0
E00052356	118	12	0
E00052357	145	4	0
E00052358	7	48	0
E00052359	120	3	1
E00052360	122	11	0
E00052361	38	65	0
E00052362	118	9	0
E00052363	138	1	0
E00052364	109	41	0
E00052365	49	122	1
E00052366	111	24	0
E00052367	120	2	0
E00052368	114	2	0
E00052369	126	15	0
E00052370	139	1	0
E00052371	124	11	0
E00052372	93	15	0
E00052373	36	125	0
E00052374	22	174	0
E00052375	73	54	0
E00052376	132	5	0
E00052377	96	9	0
E00052378	2	128	0
E00052379	110	7	0
E00052381	127	2	0
E00052382	118	17	0
E00052384	99	17	1
E00052385	106	2	0
E00052386	119	23	0
E00052387	115	30	0
E00052388	104	20	0
E00052389	103	33	0
E00052391	3	147	1
E00052392	94	68	0
E00052393	4	146	0
E00052395	108	25	0
E00052396	112	33	0
E00052397	8	124	0
E00052399	55	88	0
E00052400	33	131	0
E00052401	57	83	0
E00052402	67	60	0
E00052403	112	99	0
E00052404	101	44	0
E00052406	80	59	0
E00052407	82	49	0
E00052408	57	87	0
E00052409	128	16	0
E00052410	61	56	0
E00052411	99	39	0
E00052412	119	18	0
E00052413	122	1	0
E00052414	108	5	0
E00052415	111	2	0
E00052416	122	19	0
E00052417	119	12	0
E00052418	63	87	0
E00052419	117	52	0
E00052420	103	29	0
E00052421	80	54	0
E00052422	85	48	0
E00052423	129	3	0
E00052424	117	1	0
E00052425	119	1	0
E00052426	79	69	0
E00052427	115	0	0
E00052428	83	1	0
E00052429	56	44	0
E00052430	120	0	0
E00052431	114	6	0
E00052432	115	0	0
E00052433	84	42	0
E00052434	129	2	0
E00052435	121	1	0
E00052436	133	0	0
E00052437	129	4	0
E00052438	151	11	0
E00052439	90	55	0
E00052440	128	2	1
E00052441	104	22	0
E00052442	127	17	0
E00052443	123	7	0
E00052444	138	0	0
E00052445	138	6	0
E00052446	127	0	0
E00052447	102	25	1
E00052448	128	41	0
E00052449	123	5	0
E00052450	122	1	0
E00052451	123	1	0
E00052452	85	14	0
E00052453	122	0	0
E00052454	132	8	0
E00052455	121	11	0
E00052456	122	0	0
E00052457	106	1	1
E00052458	116	24	0
E00052459	109	35	0
E00052460	121	1	0
E00052461	131	45	0
E00052462	103	1	0
E00052463	124	1	0
E00052464	128	0	0
E00052465	134	0	0
E00052466	123	0	0
E00052467	140	16	0
E00052468	121	4	0
E00052469	111	1	0
E00052470	110	19	0
E00052471	115	1	0
E00052472	129	1	0
E00052473	166	59	0
E00052474	108	4	0
E00052475	132	5	0
E00052476	43	34	0
E00052478	122	2	0
E00052479	144	0	0
E00052481	123	1	0
E00052482	111	6	0
E00052483	111	9	0
E00052484	125	59	0
E00052485	129	0	0
E00052487	112	24	0
E00052488	20	95	0
E00052489	127	16	0
E00052490	108	3	0
E00052491	102	31	0
E00052492	113	2	0
E00052493	129	2	0
E00052494	129	1	0
E00052495	96	11	0
E00052496	124	1	0
E00052497	135	5	0
E00052498	99	117	0
E00052499	139	2	0
E00052500	116	7	0
E00052501	128	0	0
E00052502	122	0	0
E00052503	132	2	0
E00052504	56	66	0
E00052505	124	1	0
E00052506	114	1	0
E00052507	110	13	0
E00052508	120	0	0
E00052509	119	1	0
E00052510	113	1	0
E00052511	141	1	0
E00052512	129	1	0
E00052513	113	2	0
E00052514	121	0	0
E00052515	106	1	0
E00052516	134	0	0
E00052517	124	2	0
E00052518	125	1	0
E00052519	124	6	0
E00052520	96	38	0
E00052521	78	47	0
E00052522	113	3	0
E00052523	106	25	0
E00052524	124	1	0
E00052525	116	1	0
E00052526	132	0	0
E00052527	51	105	0
E00052528	118	0	0
E00052529	66	130	0
E00052530	68	60	0
E00052531	119	8	0
E00052532	118	19	0
E00052533	83	53	0
E00052534	133	0	0
E00052535	113	11	1
E00052536	95	59	0
E00052537	118	29	0
E00052538	99	19	0
E00052539	123	5	0
E00052540	153	2	1
E00052541	132	10	0
E00052542	124	65	0
E00052543	123	22	0
E00052544	113	40	0
E00052545	114	14	0
E00052546	28	90	0
E00052547	111	4	0
E00052548	44	142	0
E00052549	63	45	0
E00052550	107	6	0
E00052551	99	41	0
E00052552	140	6	0
E00052553	80	69	0
E00052554	47	119	0
E00052555	139	21	0
E00052557	132	2	0
E00052558	124	0	0
E00052559	120	0	0
E00052560	86	49	0
E00052561	140	8	0
E00052562	118	0	0
E00052563	102	3	0
E00052564	89	35	0
E00052565	38	78	0
E00052566	92	34	0
E00052567	107	18	0
E00052568	96	9	0
E00052569	129	1	0
E00052570	102	4	0
E00052571	77	54	0
E00052572	113	25	0
E00052573	107	19	0
E00052574	116	4	2
E00052575	102	19	0
E00052576	126	18	0
E00052577	156	23	0
E00052578	58	84	2
E00052579	69	48	1
E00052580	62	71	0
E00052581	98	44	0
E00052582	32	138	0
E00052583	45	70	0
E00052584	91	42	0
E00052585	88	39	0
E00052587	76	23	0
E00052588	116	8	1
E00052589	84	25	0
E00052590	90	23	0
E00052591	97	51	0
E00052592	125	2	0
E00052593	127	10	0
E00052594	124	65	0
E00052595	45	86	0
E00052596	48	57	0
E00052597	123	19	4
E00052598	142	3	0
E00052599	88	63	0
E00052600	130	6	0
E00052601	104	24	0
E00052602	129	2	0
E00052603	155	5	0
E00052604	180	5	0
E00052605	118	2	0
E00052606	124	2	0
E00052607	126	3	0
E00052608	125	16	0
E00052609	129	1	0
E00052611	101	25	0
E00052612	54	82	0
E00052613	152	39	0
E00052614	127	1	0
E00052615	162	3	0
E00052616	116	20	0
E00052617	127	0	0
E00052618	135	53	0
E00052619	128	16	0
E00052620	97	0	0
E00052621	138	4	0
E00052622	136	1	0
E00052623	104	27	0
E00052624	126	0	0
E00052625	120	0	0
E00052626	70	48	0
E00052627	118	11	0
E00052628	99	22	0
E00052629	122	2	0
E00052630	117	2	0
E00052631	142	6	0
E00052632	119	19	0
E00052633	124	2	0
E00052634	95	36	0
E00052635	116	6	0
E00052636	126	2	0
E00052637	104	1	0
E00052638	121	23	0
E00052639	106	20	0
E00052640	118	5	0
E00052641	56	49	0
E00052642	94	30	0
E00052643	40	88	0
E00052644	44	56	0
E00052645	137	0	0
E00052646	113	1	1
E00052647	56	0	0
E00052648	112	0	0
E00052649	108	0	0
E00052650	119	0	0
E00052651	6	168	0
E00052652	121	1	0
E00052653	134	7	0
E00052654	122	1	0
E00052655	110	6	0
E00052656	114	3	0
E00052657	138	19	0
E00052658	125	9	0
E00052659	140	2	0
E00052660	120	4	0
E00052661	129	1	0
E00052662	110	0	0
E00052663	98	32	0
E00052664	40	91	0
E00052665	108	27	0
E00052668	144	19	0
E00052669	74	42	0
E00052670	141	11	0
E00052671	73	11	0
E00052673	107	54	0
E00052674	99	5	14
E00052675	82	57	9
E00052676	126	31	0
E00052677	116	38	0
E00052678	123	15	0
E00052679	113	5	0
E00052680	110	15	0
E00052681	119	0	0
E00052682	129	0	0
E00052683	67	55	0
E00052684	115	2	0
E00052685	113	45	0
E00052686	127	4	0
E00052687	118	3	0
E00052688	117	5	0
E00052689	114	11	0
E00052690	113	1	0
E00052691	132	5	0
E00052692	179	5	0
E00052693	130	3	0
E00052694	131	0	1
E00052695	52	75	0
E00052696	146	0	1
E00052697	102	86	0
E00052698	128	2	0
E00052699	146	2	0
E00052700	83	69	0
E00052701	132	2	0
E00052702	100	6	0
E00052703	127	3	0
E00052704	131	7	0
E00052705	123	12	0
E00052706	115	2	0
E00052707	141	55	0
E00052708	103	23	0
E00052709	153	3	0
E00052710	95	36	0
E00052711	121	1	0
E00052712	114	2	0
E00052713	97	1	0
E00052714	122	0	0
E00052715	120	8	0
E00052716	112	10	0
E00052717	114	4	0
E00052718	138	1	0
E00052719	115	1	0
E00052720	119	26	0
E00052721	135	0	0
E00052722	116	8	0
E00052723	103	7	0
E00052724	130	0	0
E00052725	93	37	0
E00052726	87	119	0
E00052727	130	7	0
E00052728	136	0	0
E00052729	60	1	0
E00052730	102	37	0
E00052731	104	2	0
E00052732	105	32	0
E00052733	82	51	0
E00052734	106	8	0
E00052735	121	1	0
E00052736	119	2	0
E00052737	88	90	0
E00052738	91	33	0
E00052739	93	27	0
E00052740	117	3	0
E00052741	105	9	0
E00052742	120	3	0
E00052743	37	82	0
E00052744	107	21	0
E00052745	125	4	0
E00052746	104	28	0
E00052747	119	35	0
E00052748	101	51	0
E00052749	116	18	0
E00052750	121	5	0
E00052751	111	27	0
E00052752	64	69	0
E00052753	136	11	0
E00052754	54	73	0
E00052755	113	0	0
E00052756	78	50	0
E00052757	75	49	0
E00052758	93	41	0
E00052759	100	16	1
E00052760	121	1	0
E00052761	147	1	0
E00052762	157	27	0
E00052763	42	67	0
E00052764	117	46	0
E00052765	61	85	0
E00052766	109	3	0
E00052767	57	93	0
E00052768	120	24	0
E00052769	124	4	0
E00052770	114	2	0
E00052771	48	132	0
E00052772	151	2	0
E00052773	117	11	0
E00052774	78	61	1
E00052775	136	10	0
E00052776	117	5	0
E00052777	121	36	0
E00052778	93	44	0
E00052779	93	37	0
E00052780	126	5	0
E00052781	68	37	0
E00052782	136	16	0
E00052784	108	27	0
E00052785	72	74	0
E00052786	52	93	0
E00052787	85	44	0
E00052788	133	49	0
E00052789	143	0	0
E00052790	81	29	0
E00052791	133	2	0
E00052792	126	5	0
E00052793	96	24	0
E00052794	114	13	0
E00052795	122	11	0
E00052796	115	5	0
E00052797	95	32	0
E00052798	122	16	0
E00052799	108	23	0
E00052800	129	2	0
E00052801	111	16	0
E00052802	104	32	0
E00052803	127	2	0
E00052804	90	36	0
E00052805	132	1	0
E00052806	125	2	0
E00052807	109	26	0
E00052808	63	52	0
E00052809	131	0	0
E00052810	74	59	0
E00052811	90	43	0
E00052812	120	2	0
E00052813	117	3	0
E00052814	128	1	0
E00052815	83	46	0
E00052816	123	0	0
E00052817	51	80	0
E00052818	135	2	0
E00052819	110	8	0
E00052820	116	1	0
E00052821	133	3	0
E00052822	127	0	0
E00052823	137	2	0
E00052824	96	11	0
E00052825	132	6	0
E00052826	118	13	0
E00052827	128	0	0
E00052828	123	7	0
E00052829	117	3	0
E00052830	81	32	0
E00052831	116	1	0
E00052832	122	44	0
E00052833	131	1	0
E00052834	76	91	0
E00052835	91	26	0
E00052836	89	14	0
E00052837	106	16	0
E00052838	107	10	0
E00052839	122	7	0
E00052840	120	6	0
E00052841	108	6	0
E00052842	104	10	0
E00052843	135	14	0
E00052844	112	4	0
E00052845	114	7	0
E00052846	74	33	0
E00052847	67	63	0
E00052848	71	58	0
E00052849	110	4	0
E00052850	116	5	0
E00052851	109	17	0
E00052852	65	47	0
E00052853	117	25	0
E00052854	115	2	0
E00052855	112	12	0
E00052856	110	14	0
E00052857	44	81	0
E00052858	106	3	0
E00052859	57	57	0
E00052860	20	115	0
E00052861	66	59	0
E00052862	79	28	0
E00052863	3	149	0
E00052864	44	145	0
E00052865	121	9	0
E00052866	6	163	0
E00052867	101	17	0
E00052868	126	14	0
E00052869	8	47	0
E00052870	116	1	1
E00052871	32	187	0
E00052872	75	108	0
E00052873	128	13	0
E00052874	17	78	0
E00052875	110	0	0
E00052876	116	3	0
E00052877	104	51	0
E00052878	123	2	0
E00052879	140	17	0
E00052880	124	2	0
E00052881	115	6	0
E00052882	123	1	0
E00052883	34	113	0
E00052884	1	73	0
E00052885	115	34	0
E00052886	68	72	0
E00052887	3	126	0
E00052888	49	59	0
E00052889	108	8	0
E00052890	2	106	0
E00052891	104	34	0
E00052892	116	23	0
E00052893	133	7	0
E00052894	108	33	0
E00052895	93	91	0
E00052896	145	19	0
E00052897	3	131	0
E00052898	85	118	0
E00052899	21	215	0
E00052900	7	119	0
E00052901	124	5	0
E00052902	123	19	0
E00052903	12	251	0
E00052904	85	82	0
E00052905	68	189	0
E00052906	2	128	0
E00052907	107	3	0
E00052908	117	8	0
E00052909	103	32	0
E00052910	109	18	0
E00052911	117	8	0
E00052912	176	1	0
E00052913	149	0	0
E00052914	107	8	0
E00052915	123	4	0
E00052916	117	14	0
E00052917	125	2	0
E00052918	108	1	1
E00052919	129	4	0
E00052920	127	0	0
E00052921	115	8	1
E00052922	135	1	0
E00052923	126	0	0
E00052924	114	10	0
E00052925	128	0	0
E00052926	119	0	0
E00052927	114	5	0
E00052928	109	7	0
E00052929	122	7	0
E00052930	137	10	1
E00052931	122	2	0
E00052932	123	2	0
E00052933	123	2	1
E00052934	89	32	0
E00052935	96	37	0
E00052936	151	1	0
E00052937	125	2	0
E00052938	128	2	0
E00052939	133	15	0
E00052940	98	3	18
E00052941	121	1	0
E00052943	125	4	0
E00052944	124	1	0
E00052945	133	2	0
E00052946	126	1	0
E00052947	109	6	0
E00052948	133	0	0
E00052949	125	0	0
E00052950	124	1	0
E00052951	120	9	0
E00052952	95	34	0
E00052953	102	39	0
E00052954	131	2	0
E00052955	120	0	0
E00052956	135	1	0
E00052957	119	1	0
E00052958	132	2	0
E00052959	116	7	0
E00052960	28	112	0
E00052961	116	0	0
E00052962	118	0	0
E00052963	108	3	0
E00052964	98	1	0
E00052965	130	1	0
E00052966	117	0	0
E00052967	104	20	0
E00052968	122	4	0
E00052969	108	2	0
E00052970	119	1	0
E00052971	110	20	0
E00052972	128	1	0
E00052973	142	0	0
E00052974	128	5	0
E00052975	126	1	0
E00052976	141	5	0
E00052977	50	73	0
E00052978	78	41	0
E00052979	4	116	0
E00052980	90	35	1
E00052981	4	143	0
E00052982	11	141	0
E00052983	77	49	0
E00052984	61	80	0
E00052985	111	18	0
E00052986	127	6	0
E00052987	99	8	0
E00052988	91	22	0
E00052989	127	1	0
E00052990	84	49	0
E00052991	134	6	0
E00052992	114	17	1
E00052993	113	0	0
E00052994	107	16	0
E00052995	134	38	0
E00052996	131	1	0
E00052997	93	51	0
E00052998	109	5	0
E00052999	124	1	0
E00053000	96	21	0
E00053001	98	29	0
E00053002	132	0	0
E00053003	127	1	0
E00053004	60	41	0
E00053005	106	0	0
E00053006	111	4	0
E00053007	114	1	0
E00053008	113	16	0
E00053009	113	14	0
E00053010	115	6	0
E00053011	132	3	0
E00053012	104	8	0
E00053013	120	0	0
E00053014	105	12	0
E00053015	126	5	0
E00053016	61	51	14
E00053017	122	5	0
E00053018	128	1	0
E00053019	102	2	0
E00053020	116	5	0
E00053021	12	127	0
E00053022	104	9	0
E00053023	119	0	0
E00053024	104	4	1
E00053025	108	21	0
E00053026	89	27	0
E00053027	133	2	0
E00053028	40	136	0
E00053029	118	0	0
E00053030	119	4	0
E00053031	123	26	0
E00053032	69	70	0
E00053033	51	66	0
E00053034	73	29	0
E00053035	125	8	0
E00053036	100	30	0
E00053037	44	110	0
E00053038	121	5	0
E00053039	127	5	0
E00053040	108	9	0
E00053041	94	18	0
E00053042	102	26	0
E00053043	100	35	0
E00053044	123	3	0
E00053045	103	31	0
E00053046	46	85	0
E00053047	46	79	0
E00053048	116	14	0
E00053049	67	43	0
E00053050	98	7	0
E00053051	88	47	0
E00053052	60	68	0
E00053053	86	56	0
E00053054	25	77	0
E00053055	26	116	0
E00053056	81	42	0
E00053057	88	21	0
E00053058	93	26	0
E00053059	130	20	0
E00053060	80	77	0
E00053061	76	47	0
E00053062	76	26	0
E00053063	61	79	0
E00053064	38	49	0
E00053065	90	28	0
E00053066	16	118	0
E00053067	97	37	0
E00053068	7	149	0
E00053069	12	102	0
E00053070	52	101	0
E00053071	115	9	0
E00053072	107	32	0
E00053073	32	92	0
E00053074	113	6	0
E00053075	24	105	0
E00053076	119	24	0
E00053077	119	1	0
E00053078	143	0	0
E00053079	105	12	0
E00053080	29	89	0
E00053081	119	13	0
E00053082	144	0	0
E00053083	125	2	0
E00053084	129	1	0
E00053085	109	6	0
E00053086	129	0	0
E00053087	65	52	0
E00053088	134	23	0
E00053089	129	1	0
E00053090	133	1	0
E00053091	130	3	0
E00053092	126	0	0
E00053093	127	7	0
E00053094	90	32	0
E00053095	138	0	0
E00053096	119	2	0
E00053097	126	12	0
E00053098	143	1	0
E00053099	134	0	0
E00053100	129	5	0
E00053101	119	2	0
E00053102	133	0	0
E00053103	127	9	0
E00053104	133	4	0
E00053105	117	15	0
E00053106	109	0	0
E00053107	132	1	0
E00053108	123	7	0
E00053109	80	57	0
E00053110	107	2	0
E00053111	132	1	0
E00053112	122	1	0
E00053113	101	31	0
E00053114	130	8	0
E00053115	126	2	0
E00053116	73	49	0
E00053117	109	6	0
E00053118	99	14	0
E00053119	82	49	0
E00053120	48	73	0
E00053121	125	2	0
E00053122	111	27	0
E00053123	114	6	0
E00053124	134	15	0
E00053125	104	10	0
E00053126	66	96	0
E00053127	106	40	0
E00053128	104	3	0
E00053129	100	11	0
E00053130	130	28	0
E00053131	92	43	0
E00053132	106	3	0
E00053133	115	14	0
E00053134	9	99	0
E00053135	111	10	0
E00053136	110	19	0
E00053137	59	122	0
E00053138	85	20	0
E00053139	96	38	0
E00053140	26	88	0
E00053141	68	61	0
E00053142	115	33	0
E00053144	3	126	1
E00053145	53	79	0
E00053146	115	20	0
E00053147	99	36	1
E00053148	99	34	0
E00053149	79	111	0
E00053151	133	12	1
E00053152	92	42	1
E00053153	127	3	0
E00053154	116	5	0
E00053155	119	8	0
E00053156	121	4	0
E00053157	83	55	0
E00053158	114	3	0
E00053159	128	3	0
E00053160	90	63	0
E00053161	111	21	0
E00053162	111	17	0
E00053163	119	4	0
E00053164	114	27	0
E00053165	103	18	0
E00053166	2	94	0
E00053167	42	81	0
E00053168	75	45	0
E00053169	95	33	0
E00053170	112	11	0
E00053171	66	52	0
E00053172	93	49	0
E00053173	122	0	0
E00053174	147	2	0
E00053175	121	1	0
E00053176	116	0	0
E00053177	116	2	0
E00053178	116	1	0
E00053179	105	0	0
E00053180	128	0	0
E00053181	140	3	0
E00053182	120	3	0
E00053183	111	0	0
E00053184	126	0	0
E00053185	67	77	0
E00053186	124	0	0
E00053187	134	3	0
E00053188	122	0	0
E00053189	137	0	0
E00053190	102	33	0
E00053191	109	11	0
E00053192	80	42	0
E00053193	79	32	0
E00053194	71	61	0
E00053195	120	14	0
E00053196	50	54	0
E00053197	119	2	0
E00053198	76	64	0
E00053199	45	94	0
E00053200	128	5	0
E00053201	139	0	0
E00053202	122	4	0
E00053203	96	9	0
E00053204	95	8	0
E00053205	103	24	1
E00053206	116	0	0
E00053207	117	4	0
E00053208	129	0	0
E00053209	120	2	0
E00053210	97	16	0
E00053211	110	9	0
E00053212	128	4	0
E00053213	127	14	0
E00053214	122	5	0
E00053215	132	1	0
E00053216	134	4	0
E00053217	130	13	0
E00053218	108	16	0
E00053219	124	3	0
E00053220	133	1	0
E00053221	136	3	0
E00053222	127	2	0
E00053223	121	1	0
E00053224	140	6	0
E00053225	48	86	0
E00053226	83	24	0
E00053227	106	28	0
E00053228	98	16	0
E00053229	42	79	0
E00053230	70	59	0
E00053231	92	42	0
E00053232	96	36	0
E00053233	79	47	0
E00053234	86	49	0
E00053235	46	80	0
E00053236	73	49	0
E00053237	107	12	0
E00053238	47	81	0
E00053239	130	0	0
E00053240	135	1	1
E00053241	127	3	0
E00053242	131	1	0
E00053243	136	0	0
E00053244	134	10	0
E00053245	123	1	0
E00053246	58	78	0
E00053247	101	32	0
E00053248	62	58	0
E00053249	113	28	0
E00053250	103	5	0
E00053251	101	23	0
E00053252	68	51	0
E00053253	124	0	0
E00053254	57	63	0
E00053255	110	8	0
E00053256	118	0	0
E00053257	125	2	0
E00053258	119	8	0
E00053259	58	49	0
E00053260	117	0	0
E00053261	91	29	0
E00053262	41	115	0
E00053263	121	0	0
E00053264	127	0	0
E00053265	127	2	0
E00053266	65	51	0
E00053267	123	0	0
E00053268	119	3	0
E00053269	110	22	0
E00053270	83	61	0
E00053271	122	6	0
E00053272	120	2	0
E00053273	132	11	0
E00053274	89	49	0
E00053275	78	53	0
E00053276	108	23	0
E00053277	119	10	0
E00053278	128	1	0
E00053279	126	2	0
E00053280	126	6	0
E00053281	122	1	0
E00053282	117	0	0
E00053283	59	74	0
E00053284	127	0	0
E00053285	115	0	0
E00053286	150	38	0
E00053287	82	48	0
E00053288	111	4	0
E00053289	125	4	0
E00053290	73	58	0
E00053291	138	1	0
E00053292	88	48	0
E00053293	103	42	0
E00053294	106	29	0
E00053295	100	36	0
E00053296	132	2	0
E00053297	90	36	0
E00053298	104	25	0
E00053299	82	37	0
E00053300	107	32	0
E00053301	110	10	0
E00053302	116	1	0
E00053303	78	48	0
E00053304	93	33	0
E00053305	93	23	0
E00053306	104	23	0
E00053307	128	2	0
E00053308	42	55	0
E00053309	96	23	0
E00053310	98	31	0
E00053311	95	21	0
E00053312	111	3	0
E00053313	82	41	0
E00053314	114	7	0
E00053315	122	11	0
E00053316	126	13	0
E00053317	133	2	0
E00053318	119	30	0
E00053319	123	1	0
E00053320	147	3	0
E00053321	115	0	0
E00053322	113	1	0
E00053323	87	37	0
E00053324	107	4	0
E00053326	7	135	0
E00053327	125	0	0
E00053328	128	1	0
E00053329	110	13	0
E00053330	110	7	0
E00053331	119	4	0
E00053332	69	58	0
E00053333	109	14	0
E00053334	120	3	0
E00053335	108	18	0
E00053336	112	33	0
E00053337	21	136	0
E00053338	101	16	0
E00053339	111	31	0
E00053340	116	5	0
E00053341	64	69	0
E00053342	105	24	0
E00053343	124	2	0
E00053344	119	5	0
E00053345	69	44	0
E00053346	82	63	0
E00053347	108	13	0
E00053348	52	59	0
E00053349	111	1	0
E00053350	105	17	0
E00053351	119	0	1
E00053352	115	7	0
E00053353	61	1	144
E00053354	100	31	0
E00053355	121	3	0
E00053356	87	46	0
E00053357	140	0	0
E00053358	130	43	0
E00053359	82	55	0
E00053360	132	7	0
E00053361	122	2	0
E00053362	130	2	0
E00053363	126	10	0
E00053364	106	6	0
E00053365	126	2	0
E00053366	115	21	1
E00053367	94	32	0
E00053368	45	84	0
E00053369	122	2	0
E00053370	140	1	0
E00053371	112	4	0
E00053372	121	1	0
E00053373	147	0	0
E00053374	141	2	0
E00053375	133	1	0
E00053376	128	2	0
E00053377	131	5	0
E00053378	53	74	0
E00053379	102	26	0
E00053380	129	18	0
E00053381	108	14	0
E00053382	122	58	0
E00053383	112	21	0
E00053384	80	35	0
E00053385	70	41	0
E00053386	69	85	0
E00053387	130	1	0
E00053388	112	0	1
E00053389	102	60	0
E00053390	122	3	0
E00053391	124	2	0
E00053392	119	3	0
E00053393	113	5	0
E00053394	122	2	1
E00053395	117	1	0
E00053396	130	15	0
E00053397	86	25	0
E00053398	108	31	0
E00053399	119	13	0
E00053400	116	1	0
E00053401	137	6	1
E00053402	112	17	0
E00053403	123	9	0
E00053404	108	10	0
E00053405	131	0	1
E00053406	61	61	0
E00053407	139	0	0
E00053408	140	7	0
E00053409	114	24	0
E00053410	125	4	0
E00053411	34	146	0
E00053412	105	26	0
E00053414	174	17	0
E00053415	112	44	0
E00053416	136	2	0
E00053417	125	10	0
E00053418	177	3	0
E00053419	25	98	0
E00053420	106	2	1
E00053421	97	2	0
E00053422	89	8	0
E00053424	18	110	0
E00053425	156	2	0
E00053426	50	74	0
E00053427	108	57	0
E00053428	106	0	0
E00053429	10	143	0
E00053430	12	100	0
E00053431	136	0	0
E00053432	92	33	0
E00053433	74	45	0
E00053434	130	2	0
E00053435	101	67	0
E00053436	102	18	0
E00053437	139	5	0
E00053438	125	6	0
E00053439	134	5	0
E00053440	33	85	0
E00053441	132	1	0
E00053442	126	3	1
E00053443	133	1	0
E00053444	110	21	0
E00053445	104	13	0
E00053447	123	5	0
E00053448	124	1	0
E00053449	100	1	26
E00053450	92	32	0
E00053451	120	9	1
E00053452	138	1	0
E00053453	101	32	0
E00053454	130	16	0
E00053455	136	25	0
E00053456	159	0	0
E00053457	138	0	0
E00053458	130	1	8
E00053459	145	0	0
E00053460	124	33	0
E00053461	222	11	0
E00053462	130	1	0
E00053463	105	0	0
E00053464	122	2	0
E00053465	130	0	0
E00053466	111	13	0
E00053467	116	6	0
E00053468	122	8	0
E00053469	142	13	0
E00053470	124	9	0
E00053471	122	0	0
E00053472	130	2	0
E00053473	113	11	0
E00053474	76	84	0
E00053475	121	0	0
E00053476	140	3	0
E00053477	110	4	0
E00053478	147	50	0
